DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
130105785,01/31/2013,01/28/2013,0630,01,Central,0156,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,60,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500    SAN JULIAN                   ST,,"(34.0446, -118.245)"
130105787,01/31/2013,01/30/2013,1445,01,Central,0122,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,73,F,H,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,440,,,,100 N  HILL                         ST,,"(34.0544, -118.2466)"
130105796,01/31/2013,01/27/2013,0730,01,Central,0185,480,BIKE - STOLEN,0344 1602,31,M,H,102,SIDEWALK,,,IC,Invest Cont,480,,,,300 E  11TH                         ST,,"(34.0378, -118.2561)"
130105809,01/31/2013,01/30/2013,1630,01,Central,0163,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0448 0416 1813 0319 1814 0419,22,F,B,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,8TH                          ST,BROADWAY,"(34.0438, -118.2547)"
130105810,01/31/2013,01/31/2013,1430,01,Central,0152,850,INDECENT EXPOSURE,0529 0917,67,F,B,738,LIBRARY,,,IC,Invest Cont,850,,,,600 W  5TH                          ST,,"(34.0502, -118.254)"
130105811,01/31/2013,01/31/2013,1140,01,Central,0156,946,OTHER MISCELLANEOUS CRIME,0344 1501,55,M,B,102,SIDEWALK,,,IC,Invest Cont,946,,,,300 E  5TH                          ST,,"(34.0449, -118.2458)"
130105812,01/31/2013,01/31/2013,1030,01,Central,0119,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,56,M,B,811,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC",,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
130105814,01/31/2013,01/30/2013,1600,01,Central,0142,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0346,23,M,K,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,300 S  GRAND                        AV,,"(34.053, -118.2513)"
130105816,01/31/2013,01/31/2013,1630,01,Central,0162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0344 0325,24,M,H,404,DEPARTMENT STORE,,,AA,Adult Arrest,442,,,,700 W  7TH                          ST,,"(34.048, -118.2577)"
130105817,01/31/2013,01/23/2013,1302,01,Central,0111,901,VIOLATION OF RESTRAINING ORDER,1813 0432 1912,51,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901,,,,800    YALE                         ST,,"(34.0632, -118.2408)"
130105818,01/31/2013,01/31/2013,0130,01,Central,0162,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1266,31,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,800 S  GRAND                        AV,,"(34.0459, -118.2579)"
130105837,02/01/2013,01/31/2013,1530,01,Central,0142,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $400 & UNDER",1501,61,M,B,503,HOTEL,,,IC,Invest Cont,951,,,,400 S  FIGUEROA                     ST,,"(34.0535, -118.256)"
130105841,02/01/2013,01/31/2013,1415,01,Central,0132,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,71,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,800 W  1ST                          ST,,"(34.0571, -118.2509)"
130105846,01/31/2013,01/31/2013,1820,01,Central,0192,330,BURGLARY FROM VEHICLE,0344 1307 1607 1309,30,F,W,101,STREET,,,IC,Invest Cont,330,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)"
130105850,01/31/2013,01/31/2013,2145,01,Central,0153,480,BIKE - STOLEN,0344,34,M,H,202,LIQUOR STORE,,,IC,Invest Cont,480,,,,5TH                          ST,BROADWAY,"(34.0481, -118.2507)"
130105851,01/31/2013,01/31/2013,2230,01,Central,0119,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,54,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,BOTTLE,AO,Adult Other,230,,,,800 N  ALAMEDA                      ST,,"(34.0563, -118.2374)"
130105852,02/01/2013,01/23/2013,2115,01,Central,0181,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,F,W,741,STAPLES CENTER *,,,IC,Invest Cont,440,,,,1100 S  FIGUEROA                     ST,,"(34.0437, -118.2652)"
130105854,02/01/2013,02/01/2013,0120,01,Central,0192,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000,24,F,B,101,STREET,,,AO,Adult Other,626,,,,1300 S  FLOWER                       ST,,"(34.0401, -118.2668)"
130105857,02/01/2013,01/31/2013,1715,01,Central,0135,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,50,M,O,738,LIBRARY,,,IC,Invest Cont,745,,,,200 S  LOS ANGELES                  ST,,"(34.0503, -118.2433)"
130105858,02/01/2013,01/31/2013,1600,01,Central,0131,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,100 S  FIGUEROA                     ST,,"(34.0578, -118.252)"
130105862,02/01/2013,02/01/2013,0850,01,Central,0176,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,61,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,700    WALL                         ST,,"(34.0419, -118.2485)"
130105864,02/01/2013,02/01/2013,0900,01,Central,0128,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0344 0314 0345,38,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,400 E  2ND                          ST,,"(34.0477, -118.2393)"
130105869,02/01/2013,01/31/2013,0700,01,Central,0182,330,BURGLARY FROM VEHICLE,0329 1602 0306 0344,24,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,11TH,HOPE,"(34.0423, -118.2631)"
130105870,02/01/2013,02/01/2013,0900,01,Central,0158,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 1218 1018 0416 0906,40,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,7TH,CERES,"(34.0377, -118.2425)"
130105873,02/01/2013,02/01/2013,1145,01,Central,0185,624,BATTERY - SIMPLE ASSAULT,0917 0416,25,M,H,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900 S  BROADWAY,,"(34.0423, -118.2561)"
130105874,02/01/2013,02/01/2013,1130,01,Central,0153,440,THEFT PLAIN - PETTY ($950 & UNDER),0917 1253 0344,33,M,H,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,,,IC,Invest Cont,440,,,,7TH,BROADWAY,"(34.0452, -118.2534)"
130105885,02/01/2013,02/01/2013,0830,01,Central,0161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
130105896,02/01/2013,01/27/2013,1530,01,Central,0181,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,67,F,W,713,CONVENTION CENTER,,,IC,Invest Cont,341,,,,1200 S  FIGUEROA                     ST,,"(34.0423, -118.2666)"
130105897,02/01/2013,02/01/2013,1000,01,Central,0162,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0917 0319 0421 0913,53,M,B,203,OTHER BUSINESS,511,VERBAL THREAT,AO,Adult Other,930,,,,300 W  9TH                          ST,,"(34.043, -118.2571)"
130105900,02/01/2013,02/01/2013,1045,01,Central,0143,624,BATTERY - SIMPLE ASSAULT,0448 0444,44,F,B,405,CLOTHING STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 S  BROADWAY,,"(34.0495, -118.2494)"
130105901,02/01/2013,01/30/2013,2030,01,Central,0162,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1300 1306 0329,20,F,A,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,700 W  9TH                          ST,,"(34.0458, -118.2614)"
130105909,02/01/2013,02/01/2013,1730,01,Central,0128,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0917 0319 0334 0445 0432 0416,56,M,A,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,230,,,,300 E  1ST                          ST,,"(34.0504, -118.2409)"
130105925,02/01/2013,02/01/2013,1815,01,Central,0154,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 0400 0429,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,100 W  5TH                          ST,,"(34.0467, -118.2485)"
130105930,02/01/2013,02/01/2013,1330,01,Central,0162,940,EXTORTION,1202 0421 0417 0337 0416 0439,64,M,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,940,,,,500 W  7TH                          ST,,"(34.0467, -118.2556)"
130105933,02/02/2013,02/02/2013,0125,01,Central,0185,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",1402 0329 0311,12,M,O,203,OTHER BUSINESS,,,AA,Adult Arrest,740,998,,,MAIN,OLYMPIC                      BL,"(34.0405, -118.2567)"
130105934,02/02/2013,02/01/2013,2200,01,Central,0111,510,VEHICLE - STOLEN,,12,,,101,STREET,,,IC,Invest Cont,510,,,,500    BERNARD                      ST,,"(34.0671, -118.2366)"
130105936,02/01/2013,02/01/2013,2315,01,Central,0118,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0319,33,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,ELMYRA,N  SPRING                       ST,"(34.0661, -118.2334)"
130105939,02/02/2013,02/02/2013,0445,01,Central,0152,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,40,M,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,500 S  GRAND                        AV,,"(34.0502, -118.254)"
130105943,02/02/2013,02/01/2013,1700,01,Central,0153,624,BATTERY - SIMPLE ASSAULT,0400,54,F,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,5TH,BROADWAY,"(34.0481, -118.2507)"
130105944,02/01/2013,02/01/2013,1830,01,Central,0185,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,37,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,440,,,,1000 S  HILL                         ST,,"(34.0416, -118.2584)"
130105945,02/02/2013,02/02/2013,0315,01,Central,0121,330,BURGLARY FROM VEHICLE,1402 0344 1609,49,M,H,101,STREET,,,IC,Invest Cont,330,998,,,FIGUEROA,TEMPLE,"(34.0598, -118.2477)"
130105946,02/02/2013,02/01/2013,2115,01,Central,0121,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,25,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,1ST,FIGUEROA                     ST,"(34.0578, -118.252)"
130105947,02/02/2013,02/02/2013,0420,01,Central,0195,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,24,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,300 E  18TH                         ST,,"(34.0312, -118.2615)"
130105952,02/02/2013,02/02/2013,1045,01,Central,0192,350,"THEFT, PERSON",0344 0346,22,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,350,,,,11TH,FIGUEROA                     ST,"(34.0437, -118.2652)"
130105953,02/02/2013,02/02/2013,0820,01,Central,0152,755,BOMB SCARE,0601 0404,34,M,O,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,755,,,,600 S  GRAND                        AV,,"(34.0488, -118.2553)"
130105955,02/02/2013,02/01/2013,1900,01,Central,0155,210,ROBBERY,0344 0327 0353 1028 1017 0337,51,M,B,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,6TH,MAPLE,"(34.0435, -118.2471)"
130105956,02/02/2013,02/02/2013,0230,01,Central,0147,350,"THEFT, PERSON",0432 1008 0346 0444 0344,39,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
130105959,02/02/2013,01/31/2013,0001,01,Central,0163,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,31,F,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,8TH,SPRING,"(34.0434, -118.2542)"
130105960,02/02/2013,02/02/2013,0400,01,Central,0164,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0416 0444 0429,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,600 S  SPRING                       ST,,"(34.046, -118.2509)"
130105962,02/02/2013,02/02/2013,1240,01,Central,0157,624,BATTERY - SIMPLE ASSAULT,0917 0416 0356 0447 2004,22,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 E  7TH                          ST,,"(34.0401, -118.2459)"
130105970,02/02/2013,02/02/2013,0130,01,Central,0162,624,BATTERY - SIMPLE ASSAULT,0416 0429 0305,26,M,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 S  HILL                         ST,,"(34.0445, -118.2558)"
130105985,02/02/2013,02/02/2013,1740,01,Central,0162,440,THEFT PLAIN - PETTY ($950 & UNDER),0601 0104 0344,23,M,H,403,DRUG STORE,,,IC,Invest Cont,440,,,,600 W  7TH                          ST,,"(34.0473, -118.2566)"
130105993,02/03/2013,02/02/2013,2115,01,Central,0141,850,INDECENT EXPOSURE,0529 0522,40,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,850,,,,6TH,GRAND                        AV,"(33.7735, -118.1481)"
130105996,02/03/2013,02/03/2013,0220,01,Central,0158,210,ROBBERY,0344 0420 0370,35,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1300 E  7TH                          ST,,"(34.0368, -118.2412)"
130105997,02/02/2013,02/02/2013,1315,01,Central,0157,350,"THEFT, PERSON",1202 0344,68,M,W,514,GROUP HOME,,,IC,Invest Cont,350,,,,500    CROCKER                      ST,,"(34.0435, -118.2427)"
130105999,02/03/2013,02/02/2013,2230,01,Central,0164,625,OTHER ASSAULT,1501,30,M,H,101,STREET,,,IC,Invest Cont,625,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)"
130106011,02/03/2013,02/03/2013,1730,01,Central,0147,624,BATTERY - SIMPLE ASSAULT,0416,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
130106012,02/03/2013,02/03/2013,1730,01,Central,0147,624,BATTERY - SIMPLE ASSAULT,0416,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400 E  5TH                          ST,,"(34.0446, -118.245)"
130106013,02/03/2013,02/03/2013,1030,01,Central,0152,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,45,M,B,108,PARKING LOT,,,IC,Invest Cont,420,,,,500 S  GRAND                        AV,,"(34.0502, -118.254)"
130106017,02/03/2013,02/03/2013,0800,01,Central,0161,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 1501 0344,23,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
130106018,02/04/2013,02/03/2013,2110,01,Central,0153,624,BATTERY - SIMPLE ASSAULT,1501,31,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BROADWAY,5TH                          ST,"(34.0467, -118.252)"
130106026,02/04/2013,02/04/2013,0015,01,Central,0153,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2004,22,M,H,235,PHARMACY INSIDE STORE OR SUPERMARKET*,,,IC,Invest Cont,745,,,,500 S  BROADWAY,,"(34.0481, -118.2507)"
130106032,02/04/2013,02/04/2013,0110,01,Central,0153,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,,F,W,108,PARKING LOT,,,IC,Invest Cont,440,,,,7TH                          ST,BROADWAY,"(34.0452, -118.2534)"
130106033,02/04/2013,02/04/2013,0220,01,Central,0164,624,BATTERY - SIMPLE ASSAULT,0431 0416,27,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",512,MACE/PEPPER SPRAY,IC,Invest Cont,624,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)"
130106035,02/03/2013,02/01/2013,2300,01,Central,0153,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1606 0344 1607,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,600 S  SPRING                       ST,,"(34.046, -118.2509)"
130106036,02/04/2013,02/03/2013,1615,01,Central,0162,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,43,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,400 W  8TH                          ST,,"(34.0445, -118.2558)"
130106037,02/04/2013,02/04/2013,0200,01,Central,0192,624,BATTERY - SIMPLE ASSAULT,0416,40,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HOPE,WASHINGTON,"(34.0333, -118.2697)"
130106038,02/03/2013,02/03/2013,1500,01,Central,0133,624,BATTERY - SIMPLE ASSAULT,0417,47,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 S  BROADWAY,,"(34.0524, -118.2467)"
130106039,02/04/2013,02/04/2013,0330,01,Central,0118,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400,43,F,H,101,STREET,,,IC,Invest Cont,626,,,,200    BLOOM                        ST,,"(34.0643, -118.2299)"
130106040,02/03/2013,01/31/2013,0915,01,Central,0123,624,BATTERY - SIMPLE ASSAULT,0444,37,F,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,200 W  TEMPLE                       ST,,"(34.0549, -118.2426)"
130106041,02/03/2013,02/03/2013,1820,01,Central,0158,434,FALSE IMPRISONMENT,1218 0319,31,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,434,,,,600 S  CENTRAL                      AV,,"(34.039, -118.24)"
130106042,02/03/2013,02/03/2013,1645,01,Central,0157,624,BATTERY - SIMPLE ASSAULT,0400 0429 0305,65,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6TH                          ST,SAN JULIAN,"(34.0423, -118.2452)"
130106044,02/04/2013,02/04/2013,0100,01,Central,0145,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,31,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,,,,4TH                          ST,MAIN                         ST,"(34.0478, -118.2467)"
130106045,02/03/2013,02/03/2013,1330,01,Central,0133,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0417 0429 0416,47,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,200 S  BROADWAY,,"(34.0524, -118.2467)"
130106047,02/03/2013,02/02/2013,1830,01,Central,0128,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,44,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,100 N  CENTRAL                      AV,,"(34.0492, -118.2391)"
130106048,02/04/2013,02/04/2013,0130,01,Central,0155,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,M,W,101,STREET,,,IC,Invest Cont,440,,,,6TH                          ST,MAPLE,"(34.0435, -118.2471)"
130106050,02/03/2013,02/03/2013,2220,01,Central,0153,946,OTHER MISCELLANEOUS CRIME,,44,M,B,102,SIDEWALK,,,IC,Invest Cont,946,,,,500 S  SPRING                       ST,,"(34.0474, -118.2496)"
130106059,02/04/2013,01/20/2013,1000,01,Central,0166,354,THEFT OF IDENTITY,0377,62,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)"
130106075,02/04/2013,02/04/2013,0800,01,Central,0156,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0432,57,F,B,710,OTHER PREMISE,511,VERBAL THREAT,IC,Invest Cont,930,,,,500    WALL                         ST,,"(34.0449, -118.2458)"
130106077,02/04/2013,02/04/2013,0830,01,Central,0164,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,F,W,503,HOTEL,,,IC,Invest Cont,440,,,,600 S  MAIN                         ST,,"(34.0453, -118.2499)"
130106080,02/04/2013,02/02/2013,0200,01,Central,0185,350,"THEFT, PERSON",0344,21,F,H,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,350,,,,1000 S  HILL                         ST,,"(34.0416, -118.2584)"
130106085,02/04/2013,02/04/2013,1330,01,Central,0185,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,48,M,O,201,JEWELRY STORE,,,IC,Invest Cont,440,,,,1000    SANTEE                       ST,,"(34.0389, -118.255)"
130106087,02/04/2013,02/01/2013,1700,01,Central,0139,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311,59,M,W,118,CONSTRUCTION SITE,,,IC,Invest Cont,745,,,,900 E  3RD                          ST,,"(34.0459, -118.2351)"
130106097,02/04/2013,02/04/2013,0145,01,Central,0134,624,BATTERY - SIMPLE ASSAULT,0416,29,M,H,207,BAR/COCKTAIL/NIGHTCLUB,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4TH                          ST,HILL                         ST,"(34.0503, -118.2504)"
130106098,02/04/2013,02/04/2013,1130,01,Central,0171,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,29,M,W,710,OTHER PREMISE,,,AO,Adult Other,341,,,,900 W  OLYMPIC                      BL,,"(34.0454, -118.2657)"
130106099,02/04/2013,02/03/2013,0215,01,Central,0162,624,BATTERY - SIMPLE ASSAULT,0400 0429 0344,23,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,HILL                         ST,8TH                          ST,"(34.0445, -118.2558)"
130106100,02/04/2013,02/04/2013,2205,01,Central,0166,624,BATTERY - SIMPLE ASSAULT,0416,40,F,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,"(34.0423, -118.2452)"
130106102,02/04/2013,02/04/2013,2325,01,Central,0192,354,THEFT OF IDENTITY,0377,21,M,B,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,1300 S  FIGUEROA                     ST,,"(34.0407, -118.268)"
130106103,02/04/2013,02/04/2013,2115,01,Central,0182,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,60,F,W,103,ALLEY,212,BOTTLE,AO,Adult Other,745,,,,1200 S  FLOWER                       ST,,"(34.0415, -118.2654)"
130106104,02/04/2013,02/04/2013,1645,01,Central,0163,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0104 0344 0325,29,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,341,,,,700 S  HILL                         ST,,"(34.0459, -118.2545)"
130106108,02/05/2013,02/05/2013,0340,01,Central,0154,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0416,21,M,H,102,SIDEWALK,302,BLUNT INSTRUMENT,AO,Adult Other,230,,,,MAPLE                        AV,6TH                          ST,"(34.0439, -118.2479)"
130106110,02/05/2013,02/05/2013,0450,01,Central,0157,330,BURGLARY FROM VEHICLE,0344 1607 1309,45,M,H,101,STREET,,,IC,Invest Cont,330,,,,500    CROCKER                      ST,,"(34.0435, -118.2427)"
130106111,02/05/2013,01/30/2013,2030,01,Central,0162,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,20,F,O,108,PARKING LOT,,,IC,Invest Cont,740,,,,700 W  9TH                          ST,,"(34.0458, -118.2614)"
130106113,02/05/2013,02/04/2013,1740,01,Central,0174,210,ROBBERY,0344,21,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,SPRING                       ST,7TH                          ST,"(34.0431, -118.2536)"
130106136,02/05/2013,02/05/2013,1030,01,Central,0162,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,23,M,H,403,DRUG STORE,,,AO,Adult Other,442,,,,600 W  7TH                          ST,,"(34.0473, -118.2566)"
130106137,02/05/2013,02/05/2013,1100,01,Central,0152,888,TRESPASSING,1501,27,M,B,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,888,,,,500 S  OLIVE                        ST,,"(34.0495, -118.2529)"
130106146,02/05/2013,02/05/2013,1700,01,Central,0155,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000,60,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6TH                          ST,WALL                         ST,"(34.0435, -118.2471)"
130106153,02/05/2013,01/14/2013,1130,01,Central,0134,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1300 0344,27,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,300 S  HILL                         ST,,"(34.0517, -118.2491)"
